Order Date,Title,Category,Website,Release Date,Condition,Seller,Seller Credentials,List Price Per Unit,Purchase Price Per Unit,Quantity,Payment Instrument Type,Purchase Order Number,PO Line Number,Shipment Date,Shipping Address State,Order Status,Item Subtotal,Item Subtotal Tax,Item Total,Tax Exemption Applied,Tax Exemption Type,Exemption Opt-Out,Currency,Group Name
2021-02-20,Hudson Baby Unisex Fleece Trapper Hat and Mitten Set,HAT,Amazon.com,,new,Amazon.com,,$12.99,$13.99,1,CREDIT_CARD_D and Gift Certificate/Card,,,2/22/21,NY,Shipped,$13.99,$0.00,$13.99,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,"TRUFF Hot Sauce, Gourmet Hot Sauce with Ripe Chili Peppers, Black Truffle Oil, Organic Agave Nectar, Unique Flavor Experience in a Bottle, 6 oz.",SAUCE,Amazon.com,,new,TRUFF Hot Sauce,,$0.00,$17.98,1,CREDIT_CARD_D,,,2/21/21,NY,Shipped,$17.98,$0.00,$17.98,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,"Iron OUT Automatic Toilet Bowl Cleaner, Repel Rust and Hard Water Stains with Every Flush, Household Toilet Cleaner, Pack of 1, 6 Tablets",CLEANING_AGENT,Amazon.com,,new,Amazon.com,,$27.00,$14.64,1,CREDIT_CARD_D,,,2/21/21,NY,Shipped,$14.64,$1.30,$15.94,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,"Iron OUT Powder Rust Stain Remover, Remove and Prevent Rust Stains in Bathrooms, Kitchens, Appliances, Laundry, and Outdoors, white, 4.75 lbs.",CLEANING_AGENT,Amazon.com,,new,Amazon.com,,$9.99,$12.97,1,CREDIT_CARD_D,,,2/21/21,NY,Shipped,$12.97,$1.15,$14.12,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-22,"Hidetex Baby Pillow – Anti Flathead Baby Pillow for Your Newborn, Prevent Flat Head & Baby Head Shaping Pillow with Memory Foam(0-12 Months)(Blue)",BODY_POSITIONER,Amazon.com,,new,Hidetex,,$24.99,$19.98,1,CREDIT_CARD_D,,,2/22/21,NY,Shipped,$19.98,$1.77,$21.75,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,"Similac Pro-Advance Infant Formula with 2'-FL Human Milk Oligosaccharide (HMO) for Immune Support, Ready to Drink Bottles, 2 Fl Oz (48 Count)",HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$51.99,$51.99,1,CREDIT_CARD_D,,,3/4/21,NY,Shipped,$51.99,$0.00,$51.99,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,"Aveeno Baby Calming Comfort Moisturizing Lotion with Relaxing Lavender & Vanilla Scents, Non-Greasy Body Lotion with Natural Oatmeal & Dimethicone, Paraben- & Phthalate-Free, 18 fl. Oz",SKIN_MOISTURIZER,Amazon.com,,new,Amazon.com,,$9.74,$8.79,1,CREDIT_CARD_D,,,3/1/21,NY,Shipped,$8.79,$0.00,$8.79,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,"Aquaphor Baby Healing Ointment - for Chapped Skin, Diaper Rash and Minor Scratches - 7 Ounce (Pack of 1)",SKIN_MOISTURIZER,Amazon.com,,new,Amazon.com,,$11.99,$7.19,1,CREDIT_CARD_D,,,3/1/21,NY,Shipped,$7.19,$0.00,$7.19,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,"Baby Diapers Size 2, 186 Count - Pampers Swaddlers, ONE MONTH SUPPLY (Packaging and Prints on Diapers May Vary)",INCONTINENCE_PROTECTOR,Amazon.com,,new,Amazon.com,,$49.99,$49.94,1,CREDIT_CARD_D,,,3/1/21,NY,Shipped,$49.94,$0.00,$49.94,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,,,Amazon.com,,new,Amazon.com,,$9.52,$9.52,1,Gift Certificate/Card and CREDIT_CARD_D,,,3/1/21,NY,Shipped,$9.52,$0.84,$10.36,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,,,Amazon.com,,new,East Doll,,$0.00,$29.99,1,CREDIT_CARD_D,,,3/1/21,NY,Shipped,$29.99,$1.07,$31.06,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,"PURA D’OR Organic Fractionated Coconut Oil (16oz / 473ml) USDA Certified 100% Pure & Natural MCT Oil Sustainably Sourced Hexane Free Moisturizing Carrier Oil For Face, Skin & Hair (Packaging may vary)",SKIN_MOISTURIZER,Amazon.com,,new,Vida Cora,,$29.99,$14.99,1,CREDIT_CARD_D,,,3/1/21,NY,Shipped,$14.99,$1.33,$16.32,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,"3ply Disposable Face Mask, 50 Count",SAFETY_MASK,Amazon.com,,new,Amazon.com,,$0.00,$7.99,1,CREDIT_CARD_D,,,3/9/21,NY,Shipped,$7.99,$0.71,$8.70,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,"Neutrogena Age Shield Face Lotion Sunscreen with Broad Spectrum SPF 110, Oil-Free & Non-Comedogenic Moisturizing Sunscreen to Prevent Signs of Aging, 3 fl. oz",SUNSCREEN,Amazon.com,,new,Amazon.com,,$12.99,$10.97,1,CREDIT_CARD_D,,,3/8/21,NY,Shipped,$10.97,$0.00,$10.97,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,Writing Places: Sixteenth-century City Culture and the Des Roches Salon,ABIS_BOOK,Amazon.com,2007-09-01T00:00:01,used verygood,oldsaratogabooks,,$97.00,$20.00,1,CREDIT_CARD_D,,,3/8/21,TX,Shipped,$20.00,$1.65,$21.65,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,"Sorbus Foldable Storage Bag Organizers, 3 Sections, Great for Clothes, Blankets, Closets, Bedrooms, and More, 2-Pack (Aqua)",STORAGE_BAG,Amazon.com,,new,SELL BELOW COST,,$0.00,$13.59,1,CREDIT_CARD_D,,,3/7/21,TX,Shipped,$13.59,$1.12,$14.71,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,Under Armour Men's Tech 2.0 Short-Sleeve T-Shirt,SHIRT,Amazon.com,,new,Amazon.com,,$25.00,$19.99,1,CREDIT_CARD_D,,,3/9/21,NY,Shipped,$19.99,$0.00,$19.99,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,"Under Armour Men's Tech 2.0 Short-Sleeve T-Shirt , White (100)/Overcast Gray, Large",SHIRT,Amazon.com,,new,Amazon.com,,$25.00,$19.99,1,CREDIT_CARD_D,,,3/8/21,NY,Shipped,$19.99,$0.00,$19.99,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,KLEENGUARD - 49309 KleenGuard Maverick Safety Eyewear,SAFETY_GLASSES,Amazon.com,,new,Your Austin Store,,$11.15,$8.29,2,CREDIT_CARD_D,,,3/8/21,NY,Shipped,$16.58,$1.48,$18.06,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,"Ohuhu Waist Trimmer, Adjustable Neoprene Ab Trainer Belt for Back Support, Weight Loss, Sweat Enhancer, Body Slimmer, Fits Up to 44 Inches, for Men & Women",WAIST_CINCHER,Amazon.com,,new,Ohuhu Direct,,$15.99,$10.99,1,CREDIT_CARD_D,,,3/9/21,NY,Shipped,$10.99,$0.98,$11.97,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,"Graco DuoGlider, Rascal",SWING,Amazon.com,,new,Amazon.com,,$179.99,$176.07,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/12/21,NY,Shipped,$176.07,$15.63,$191.70,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,"COMFEE' Rice Cooker, Slow Cooker, Steamer, Stewpot, Saute All in One (12 Digital Cooking Programs) Multi Cooker (5.2Qt ) Large Capacity, 24 Hours Preset & Instant Keep Warm",RICE_COOKERS,Amazon.com,,new,Amazon.com,,$59.99,$49.99,1,CREDIT_CARD_E,,,3/12/21,NY,Shipped,$49.99,$4.44,$54.43,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,Sensodyne Fresh Mint Sensitivity Toothpaste for Sensitive Teeth and Fresh Breath 70g (Pack of 1),TOOTH_CLEANING_AGENT,Amazon.com,,new,jp retails usa,,$0.00,$7.00,1,CREDIT_CARD_E,,,3/11/21,NY,Shipped,$7.00,$0.62,$7.62,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,"Listerine Cool Mint Antiseptic Mouthwash to Kill 99% of Germs that Cause Bad Breath, Plaque and Gingivitis, Cool Mint Flavor, 1 L (Pack of 2)",BEAUTY,Amazon.com,,new,Amazon.com,,$10.74,$10.74,1,CREDIT_CARD_E,,,3/12/21,NY,Shipped,$10.74,$0.95,$11.69,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,Blige SMTF Cute Animal Soft Baby Socks Toys Wrist Rattles and Foot Finders for Fun Butterflies and Lady bugs Set 4 pcs,SOCKS,Amazon.com,,new,Sanpimaj,,$15.99,$12.68,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/20/21,NY,Shipped,$12.68,$0.00,$12.68,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,"Infinno Inflatable Tummy Time Mat Premium Baby Water Play Mat for Infants and Toddlers Baby Toys for 3 to 24 Months, Strengthen Your Baby's Muscles, Portable",BOARD_GAME,Amazon.com,,new,Infinno Direct,,$18.97,$14.97,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/18/21,NY,Shipped,$14.97,$1.20,$16.17,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,"Graco Premium Foam Crib and Toddler Mattress, White – Ships Compressed in Lightweight Box, Ideal Mattress Firmness, Featuring Soft, Water-Resistant, Removable, Hand-Washable Outer Cover",MATTRESS,Amazon.com,,new,Amazon.com,,$99.99,$79.99,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/26/21,NY,Shipped,$79.99,$7.10,$87.09,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,"American Baby Company Waterproof Fitted Crib and Toddler Protective Mattress Pad Cover, White (Pack of 1), for Boys and Girls",BED_LINEN,Amazon.com,,new,Amazon.com,,$25.99,$16.00,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/20/21,NY,Shipped,$16.00,$1.42,$17.42,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,"Munchkin Baby Bottle and Sippy Cup Cleaning Set, Includes Countertop Drying Rack and Bristle Bottle Brush, Grey",DRINKING_CUP,Amazon.com,,new,Amazon.com,,$11.99,$11.99,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/22/21,NY,Shipped,$11.99,$1.06,$13.05,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,"Dr. Brown's Original Nipple, Level 2 (3m+), 6 Count",BABY_PRODUCT,Amazon.com,,new,Amazon.com,,$0.00,$7.88,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/22/21,NY,Shipped,$7.88,$0.70,$8.58,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,"American Baby Company Printed 100% Natural Cotton Jersey Knit Fitted Crib Sheet for Standard Crib & Toddler Mattresses, Navy Whale/Grey Zigzag, for Boys & Girls",FITTED_SHEET,Amazon.com,,new,Amazon.com,,$19.99,$18.06,1,CREDIT_CARD_E,,,3/22/21,NY,Shipped,$18.06,$1.60,$19.66,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,"Bentgo Glass (Purple) – Leak-Proof, 3-Compartment Oven-Safe Glass Lunch Container | Ideal for Portion-Control, Food Storage & Healthy On-the-Go Meals, BPA-Free, Food-Safe Materials",MEAL_HOLDER,Amazon.com,,new,SKUniverse,,$0.00,$19.99,2,CREDIT_CARD_E,,,3/22/21,NY,Shipped,$39.98,$3.54,$43.52,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,"Baby Diapers Size 2, 186 Count - Pampers Swaddlers, ONE MONTH SUPPLY (Packaging and Prints on Diapers May Vary)",INCONTINENCE_PROTECTOR,Amazon.com,,new,Amazon.com,,$49.99,$49.94,1,CREDIT_CARD_E,,,3/26/21,NY,Shipped,$49.94,$0.00,$49.94,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,"Similac Pro-Advance Infant Formula with 2'-FL Human Milk Oligosaccharide (HMO) for Immune Support, Ready to Drink Bottles, 2 Fl Oz (48 Count)",HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$51.99,$51.99,1,CREDIT_CARD_E,,,3/26/21,NY,Shipped,$51.99,$0.00,$51.99,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,"Johnson's Baby Oil, Mineral Oil Enriched With Shea & Cocoa Butter to Prevent Moisture Loss, Hypoallergenic, 20 fl. oz",SKIN_MOISTURIZER,Amazon.com,,new,Amazon.com,,$8.57,$4.68,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/26/21,NY,Shipped,$4.68,$0.39,$5.07,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,Gauze Pads Sterile 3'' X 3'' 100/box,WOUND_DRESSING,Amazon.com,,new,Amazon.com,,$7.15,$7.15,1,CREDIT_CARD_E,,,3/31/21,NY,Shipped,$7.15,$0.00,$7.15,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,"Mini Drone with Camera for Kids Beginners, Foldable Pocket RC Quadcopter with App Gravity Voice Control Trajectory Flight, FPV Video, Altitude Hold, Headless Mode, 360°Flip, Toys Gifts for Boys Girls",UNMANNED_AERIAL_VEHICLE,Amazon.com,,new,Yuyao Electronic,,$0.00,$44.99,1,CREDIT_CARD_E,,,3/31/21,NY,Shipped,$44.99,$3.59,$48.58,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,"Fire 7 tablet (7"" display, 16 GB) - Twilight Blue",AMAZON_TABLET,Amazon.com,,new,Amazon.com,,$49.99,$39.99,1,CREDIT_CARD_E,,,3/31/21,NY,Shipped,$39.99,$3.55,$43.54,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,"Disney Toddler Hat for Boy’s Ages 2-7, Mickey Mouse Kids Baseball Cap",HAT,Amazon.com,,new,Amazon.com,,$12.99,$11.76,1,Gift Certificate/Card,,,3/31/21,NY,Shipped,$11.76,$0.00,$11.76,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,UOMNY Crib Sheet 100% Cotton Fitted Crib Sheet Baby Sheet for Standard Crib and Toddler mattresses Nursery Bedding Sheet Crib Mattress Sheets for Boys 1 Pack Space Crib Sheets White,FITTED_SHEET,Amazon.com,,new,UOMNY,,$25.99,$13.99,1,Gift Certificate/Card and CREDIT_CARD_E,,,3/31/21,NY,Shipped,$13.99,$1.24,$15.23,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-02,Elijah's Xtreme Regret Hot Sauce - Carolina Reaper and Trinidad Scorpion - The 2 Hottest Peppers in the World for an Extreme Fiery Heat,SAUCE,Amazon.com,,new,Elijah's Xtreme Gourmet Sauces,,$0.00,$13.98,2,CREDIT_CARD_E and Gift Certificate/Card,,,4/3/21,NY,Shipped,$27.96,$0.00,$27.96,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,"Neutrogena Age Shield Face Lotion Sunscreen with Broad Spectrum SPF 110, Oil-Free & Non-Comedogenic Moisturizing Sunscreen to Prevent Signs of Aging, 3 fl. oz",SUNSCREEN,Amazon.com,,new,Amazon.com,,$12.99,$10.79,1,CREDIT_CARD_E and Gift Certificate/Card,,,4/4/21,NY,Shipped,$10.79,$0.96,$11.75,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,Enfamil D-Vi-Sol Vitamin D Supplement Drops for Infants 50 mL Dropper Bottle (Packaging May Vary),HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$10.79,$8.68,1,CREDIT_CARD_E,,,4/4/21,NY,Shipped,$8.68,$0.00,$8.68,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,"Dreft Stage 1: Newborn Hypoallergenic Liquid Baby Laundry Detergent (HE), Natural for Baby, Newborn, or Infant, 32 Loads (Packaging May Vary), 50 Fl Oz (Pack of 2)",LAUNDRY_DETERGENT,Amazon.com,,new,Amazon.com,,$16.25,$20.98,1,CREDIT_CARD_E,,,4/4/21,NY,Shipped,$20.98,$1.86,$22.84,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,"Withings Body+ - Digital Wi-Fi Smart Scale with Automatic Smartphone App Sync, Full Body Composition Including, Body Fat, BMI, Water Percentage, Muscle & Bone Mass, with Pregnancy Tracker & Baby Mode",WEIGH_SCALE,Amazon.com,,new,Amazon.com,,$99.95,$79.00,1,CREDIT_CARD_E,,,4/4/21,NY,Shipped,$79.00,$7.01,$86.01,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,"Palmer's Cocoa Butter Formula Massage Lotion For Stretch Marks, Pregnancy Skin Care, 8.5 Ounces",SKIN_MOISTURIZER,Amazon.com,,new,Amazon.com,,$9.99,$6.47,1,CREDIT_CARD_E,,,4/4/21,NY,Shipped,$6.47,$0.57,$7.04,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,"Baby Wipes, Pampers Sensitive Water Based Baby Diaper Wipes, Hypoallergenic and Unscented, 8 Refill Packs (Tub Not Included), 72 each, Pack of 8 (Packaging May Vary)",SKIN_CLEANING_WIPE,Amazon.com,,new,Amazon.com,,$19.99,$15.35,1,CREDIT_CARD_E,,,4/4/21,NY,Shipped,$15.35,$1.27,$16.62,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,"Bio-Oil Skincare Oil, Body Oil for Scars and Stretchmarks, Serum Hydrates Skin, Non-Greasy, Dermatologist Recommended, Non-Comedogenic, 2 Ounce, for All Skin Types, with Vitamin A, E",SKIN_MOISTURIZER,Amazon.com,,new,Amazon.com,,$11.99,$8.89,1,CREDIT_CARD_E,,,4/4/21,NY,Shipped,$8.89,$0.79,$9.68,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,FOAMING Root Killer | Kills Tree Roots in Pipes & Sewer Lines | Contains No Copper Sulfate … (10 lb Jug),HEALTH_PERSONAL_CARE,Amazon.com,,new,EcoClean Solutions,,$29.99,$19.97,1,CREDIT_CARD_E,,,4/5/21,NY,Shipped,$19.97,$1.77,$21.74,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,"EQUAL 0 Calorie Sweetener, Sugar Substitute, Zero Calorie Sugar Alternative Sweetener Packets, Sugar Alternative, 800 Count",SUGAR_SUBSTITUTE,Amazon.com,,new,Amazon.com,,$25.56,$10.48,1,CREDIT_CARD_E,,,4/5/21,NY,Shipped,$10.48,$0.00,$10.48,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,"Dapple Baby, Bottle and Dish Soap Dish Liquid Plant Based Hypoallergenic 1 Pump Included Fluid Ounces Packaging May Vary, Fragrance Free, Fragrance Free, 50.7 Fl Oz, (Pack of 3)",CLEANING_AGENT,Amazon.com,,new,Amazon.com,,$19.99,$14.88,1,CREDIT_CARD_E,,,4/7/21,NY,Shipped,$14.88,$1.32,$16.20,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,"Similac Pro-Advance Infant Formula with 2'-FL Human Milk Oligosaccharide (HMO) for Immune Support, Ready to Drink Bottles, 2 Fl Oz (48 Count)",HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$51.99,$51.46,1,CREDIT_CARD_E,,,4/7/21,NY,Shipped,$51.46,$0.00,$51.46,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,"Dr. Brown's Bottle Brush, Blue",CLEANING_BRUSH,Amazon.com,,new,Amazon.com,,$4.99,$4.00,1,CREDIT_CARD_E,,,4/7/21,NY,Shipped,$4.00,$0.36,$4.36,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,Invisible Women: Data Bias in a World Designed for Men,ABIS_BOOK,Amazon.com,2021-03-02T00:00:01,new,Amazon.com,,$17.00,$14.99,1,CREDIT_CARD_E and Gift Certificate/Card,,,4/8/21,NY,Shipped,$14.99,$1.33,$16.32,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,Space and Place: The Perspective of Experience,ABIS_BOOK,Amazon.com,1979-03-02T00:00:01,used good,textbooks_source,,$20.00,$18.99,1,CREDIT_CARD_E and Gift Certificate/Card,,,4/8/21,NY,Shipped,$18.99,$1.69,$20.68,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,Precarious Life: The Powers of Mourning and Violence,ABIS_BOOK,Amazon.com,2020-10-13T00:00:01,new,SuperBookDeals---,,$17.95,$11.34,1,Gift Certificate/Card and CREDIT_CARD_E,,,4/8/21,NY,Shipped,$11.34,$1.01,$12.35,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,"Premium Intimate Skin Lightening Cream - Whitening Cream for Face. Skin Lightening Cream for Dark Spots, Blemishes. Natural Hands Body Moisturizer for Women Men 4 OZ.",SKIN_MOISTURIZER,Amazon.com,,new,Barnstable Beauty,,$0.00,$19.98,1,CREDIT_CARD_E,,,4/8/21,NY,Shipped,$19.98,$1.60,$21.58,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,Logitech BRIO UHD 4K Webcam: (960-001105) with RightLight 3 and HDR Technology + AOM Bundle Kit,CAMCORDER,Amazon.com,,new,Abe's Electronics Center,,$0.00,$199.96,1,CREDIT_CARD_E,,,4/10/21,NY,Shipped,$199.96,$17.75,$217.71,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-11,"Similac Pro-Advance Infant Formula with 2'-FL Human Milk Oligosaccharide (HMO) for Immune Support, Ready to Drink Bottles, 2 Fl Oz (48 Count)",HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$51.99,$49.52,1,CREDIT_CARD_E,,,4/12/21,NY,Shipped,$49.52,$0.00,$49.52,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,Difficult Women,ABIS_BOOK,Amazon.com,2017-11-14T00:00:01,used acceptable,"Goodwill Retail Services, Inc.",,$16.00,$1.82,1,CREDIT_CARD_E,,,4/13/21,NY,Shipped,$1.82,$0.16,$1.98,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,Orientalism,ABIS_BOOK,Amazon.com,1979-10-12T00:00:01,used acceptable,New Legacy Books,,$17.00,$5.80,1,CREDIT_CARD_E,,,4/14/21,NY,Shipped,$5.80,$0.51,$6.31,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,"Downy Ultra Plus Liquid Laundry Fabric Softener, April Fresh Scent, 152 Total Loads (Pack of 2)",HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$12.99,$12.99,1,CREDIT_CARD_E,,,4/14/21,NY,Shipped,$12.99,$0.98,$13.97,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,"Tide Liquid Laundry Detergent Soap Eco-Box, Ultra Concentrated High Efficiency (HE), Original Scent, 96 Loads",LAUNDRY_DETERGENT,Amazon.com,,new,Amazon.com,,$21.99,$17.94,1,CREDIT_CARD_E,,,4/14/21,NY,Shipped,$17.94,$1.33,$19.27,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,"Align Probiotic Pro Formula, #1 Doctor Recommended Brand, Helps Soothe Occasional Gas, Abdominal Discomfort, Bloating to Support a Healthy Digestive System 24/7, 63 Capsules",NUTRITIONAL_SUPPLEMENT,Amazon.com,,new,Amazon.com,,$46.99,$57.99,1,CREDIT_CARD_E and Gift Certificate/Card,,,,NY,,$57.99,$0.00,$57.99,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,Invisible Women: Data Bias in a World Designed for Men,ABIS_BOOK,Amazon.com,2021-03-02T00:00:01,new,Amazon.com,,$17.00,$14.99,1,CREDIT_CARD_E,,,4/17/21,TX,Shipped,$14.99,$1.24,$16.23,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,BreathableBaby Classic Breathable Mesh Crib Liner – White and Light Blue Seersucker Trim,BABY_PRODUCT,Amazon.com,,new,A Natural Lifestyle,,$34.99,$34.99,1,CREDIT_CARD_E,,,4/17/21,NY,Shipped,$34.99,$3.11,$38.10,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,"Infantino Prop-A-Pillar Tummy Time & Seated Support - Pillow Support for Newborn and Older Babies, with Detachable Support Pillow and Toys, for Development of Strong Head and Neck Muscles",BABY_PRODUCT,Amazon.com,,new,Amazon.com,,$29.99,$29.99,1,CREDIT_CARD_E,,,4/18/21,NY,Shipped,$29.99,$2.66,$32.65,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,"Dr. Brown's Original Bottle, 8 Ounce, 4-Pack",BABY_BOTTLE,Amazon.com,,new,Amazon.com,,$19.99,$21.98,1,CREDIT_CARD_E,,,4/19/21,NY,Shipped,$21.98,$1.95,$23.93,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,"Similac Pro-Advance Infant Formula with 2'-FL Human Milk Oligosaccharide (HMO) for Immune Support, Ready to Drink Bottles, 2 Fl Oz (48 Count)",HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$51.99,$48.63,1,CREDIT_CARD_E,,,4/19/21,NY,Shipped,$48.63,$0.00,$48.63,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,Disney Nemo Inflatable Safety Bathtub,BABY_PRODUCT,Amazon.com,,new,Amazon.com,,$19.99,$15.84,1,CREDIT_CARD_E,,,4/19/21,NY,Shipped,$15.84,$1.41,$17.25,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,Baby Shower Cap | Baby Bath Head Cap Visor for Washing Hair - USA Pediatricians Recommended Shower Protection [11 MONTHS OLD+ RECOMMENDED] (Sky Blue),APRON,Amazon.com,,new,Walnut Tree Trade,,$12.99,$7.99,1,CREDIT_CARD_E,,,4/19/21,NY,Shipped,$7.99,$0.71,$8.70,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
